"File","LineNumber","MatchedText","LooksLikeCode","LineContent"
"bhava-build-device-engineer\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"bhava-build-device-engineer\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"bhava-build-device-engineer\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"bhava-build-device-engineer\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"bhava-build-device-engineer\index.html","6","Bhāva","False","<title>Bhāva Tech - Learn Building Devices </title>"
"bhava-build-device-engineer\index.html","18","Bhāva","True","<span class=""brand-name"">Bhāva Tech</span>"
"bhava-build-device-engineer\README.md","1","Bhāva","False","# Bhāva Tech — Build Device Engineer"
"bhava-smriti\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"bhava-smriti\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"bhava-smriti\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"bhava-smriti\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"bhava-smriti\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"bhava-smriti\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"bhava-smriti\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"bhava-smriti\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"bhava-smriti\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"bhava-smriti\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"bhava-smriti\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"bhava-smriti\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"bhava-smriti\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"bhava-smriti\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"bhava-smriti\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"bhava-smriti\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"bhava-smriti\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"bhava-smriti\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"bhava-smriti\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"bhava-smriti\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"bhava-smriti\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"bhava-smriti\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"bhava-smriti\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"bhava-smriti\index.html","71","Bhava","False","<!-- End Bhava Game Menu -->"
"bhava-smriti\index.html","76","Bhava","False","<!-- Bhava Tech Session Tracker -->"
"bhava-space-academy\astronaut-sim.html","6","Bhāva","False","<title>Bhāva Space Academy — Astronaut Career & Mission Engineering Simulator</title>"
"bhava-space-academy\astronaut-sim.html","336","Bhāva","False","<h1>Bhāva Space Academy</h1>"
"bhava-space-academy\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"bhava-space-academy\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"bhava-space-academy\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"bhava-space-academy\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"bhava-space-academy\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"bhava-space-academy\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"bhava-space-academy\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"bhava-space-academy\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"bhava-space-academy\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"bhava-space-academy\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"bhava-space-academy\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"bhava-space-academy\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"bhava-space-academy\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"bhava-space-academy\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"bhava-space-academy\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"bhava-space-academy\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"bhava-space-academy\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"bhava-space-academy\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"bhava-space-academy\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"bhava-space-academy\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"bhava-space-academy\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"bhava-space-academy\index.html","6","Bhāva","False","<title>ISS Anatomy Explorer (JSON-driven) - Bhāva Space Academy</title>"
"bhava-space-academy\index.html","500","Bhāva","False","<h1>Bhāva Space Academy</h1>"
"bhava-space-academy\iss-anatomy-explorer-3d-full.html","6","Bhāva","False","<title>ISS Anatomy Explorer 3D (Full 50+) - Bhāva Space Academy</title>"
"bhava-space-academy\iss-anatomy-explorer-3d-full.html","64","Bhāva","False","<h1>🛰️ Bhāva Space Academy</h1>"
"bhava-space-academy\iss-learn-panel.html","6","Bhāva","False","<title>Bhāva Space Academy — Complete ISS Learning System</title>"
"bhava-space-academy\iss-learn-panel.html","286","Bhāva","False","<h1>Bhāva Space Academy</h1>"
"bhava-tech-build-your-bike\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"bhava-tech-build-your-bike\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"bhava-tech-build-your-bike\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"bhava-tech-build-your-bike\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"bhava-tech-build-your-bike\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"bhava-tech-build-your-bike\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"bhava-tech-build-your-bike\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"bhava-tech-build-your-bike\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"bhava-tech-build-your-bike\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"bhava-tech-build-your-bike\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"bhava-tech-build-your-bike\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"bhava-tech-build-your-bike\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"bhava-tech-build-your-bike\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"bhava-tech-build-your-bike\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"bhava-tech-build-your-bike\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"bhava-tech-build-your-bike\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"bhava-tech-build-your-bike\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"bhava-tech-build-your-bike\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"bhava-tech-build-your-bike\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"bhava-tech-build-your-bike\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"bhava-tech-build-your-bike\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"bhava-tech-build-your-bike\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"bhava-tech-build-your-bike\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"bhava-tech-build-your-bike\index.html","6","Bhāva","False","<title>Bhāva Tech — Build Your Bike</title>"
"bhava-tech-build-your-bike\index.html","16","Bhāva","True","<h1 class=""logo"">Bhāva Tech <span>Build Your Bike</span></h1>"
"bhava-tech-build-your-bike\README.md","1","Bhāva","False","# Bhāva Tech — Build Your Bike"
"bhava-tech-build-your-bike\js\app.js","30","Bhāva","False","console.error(""Failed to start Bhāva Tech Build Your Bike:"", err);"
"brain-of-all-machines\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"brain-of-all-machines\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"brain-of-all-machines\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"brain-of-all-machines\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"brain-of-all-machines\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"brain-of-all-machines\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"brain-of-all-machines\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"brain-of-all-machines\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"brain-of-all-machines\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"brain-of-all-machines\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"brain-of-all-machines\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"brain-of-all-machines\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"brain-of-all-machines\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"brain-of-all-machines\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"brain-of-all-machines\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"brain-of-all-machines\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"brain-of-all-machines\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"brain-of-all-machines\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"brain-of-all-machines\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"brain-of-all-machines\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"brain-of-all-machines\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"brain-of-all-machines\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"brain-of-all-machines\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"build-your-car\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"build-your-car\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"build-your-car\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"build-your-car\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"build-your-car\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"build-your-car\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"build-your-car\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"build-your-car\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"build-your-car\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"build-your-car\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"build-your-car\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"build-your-car\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"build-your-car\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"build-your-car\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"build-your-car\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"build-your-car\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"build-your-car\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"build-your-car\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"build-your-car\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"build-your-car\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"build-your-car\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"build-your-car\car-anatomy.html","6","Bhāva","False","<title>Bhāva Tech — Car Anatomy</title>"
"build-your-car\car-anatomy.html","20","Bhava","True","<svg viewBox=""0 0 120 32"" aria-label=""Bhava Tech logo"" class=""brand-mark"">"
"build-your-car\car-anatomy.html","27","Bhāva","True","<p class=""eyebrow"">Bhāva Tech Engineering Studio</p>"
"build-your-car\car-anatomy.html","192","Bhāva","False","<h1>Bhāva Tech — Car Anatomy</h1>"
"build-your-car\index.html","6","Bhāva","False","<title>Bhāva Tech — Build Your Car</title>"
"build-your-car\index.html","22","Bhava","True","<svg viewBox=""0 0 120 32"" aria-label=""Bhava Tech logo"" class=""brand-mark"">"
"build-your-car\index.html","29","Bhāva","True","<p class=""eyebrow"">Bhāva Tech Engineering Studio</p>"
"build-your-car\index.html","376","Bhava","True","<p class=""footer-note"">Try other Bhava Tech engineering games</p>"
"build-your-car\data\README.txt","1","Bhava","False","Bhava Tech Build Your Car starter pack."
"devanagari-game\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"devanagari-game\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"devanagari-game\index.html","18","Bhava","False","// Bhava Nav — injected before React mounts, survives React render via MutationObserver"
"devanagari-game\assets\index-CqIwJqDL.js","9","Bhava","True","`).replace(Ad,``)}function Md(e,t){return t=jd(t),jd(e)===t}function $(e,t,n,r,a,o){switch(n){case`children`:typeof r==`string`?t===`body`||t===`textarea`&&r===``||Qt(e,r):(typeof r==`number`||typeof  ...(truncated)"
"drone-build-engineer\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"drone-build-engineer\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"drone-build-engineer\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"drone-build-engineer\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"drone-build-engineer\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"drone-build-engineer\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"drone-build-engineer\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"drone-build-engineer\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"drone-build-engineer\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"drone-build-engineer\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"drone-build-engineer\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"drone-build-engineer\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"drone-build-engineer\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"drone-build-engineer\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"drone-build-engineer\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"drone-build-engineer\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"drone-build-engineer\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"drone-build-engineer\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"drone-build-engineer\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"drone-build-engineer\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"drone-build-engineer\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"drone-build-engineer\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"drone-build-engineer\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"drone-build-engineer\index.html","6","Bhāva","False","<title>Drone Build Engineer — Bhāva Tech</title>"
"drone-build-engineer\index.html","18","Bhāva","True","<span class=""brand-name"">Bhāva Tech</span>"
"focus-flash\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"focus-flash\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"focus-flash\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"focus-flash\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"focus-flash\bhava-responsive_OLD.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"focus-flash\bhava-responsive_OLD.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"focus-flash\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"focus-flash\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"focus-flash\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"focus-flash\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"focus-flash\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"focus-flash\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"focus-flash\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"focus-flash\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"focus-flash\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"focus-flash\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
