"File","LineNumber","MatchedText","LooksLikeCode","LineContent"
"focus-flash\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"focus-flash\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"focus-flash\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"focus-flash\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"focus-flash\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"focus-flash\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"focus-flash\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"hidden-maths\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"hidden-maths\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"hidden-maths\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"hidden-maths\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"hidden-maths\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"hidden-maths\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"hidden-maths\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"hidden-maths\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"hidden-maths\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"hidden-maths\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"hidden-maths\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"hidden-maths\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"hidden-maths\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"hidden-maths\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"hidden-maths\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"hidden-maths\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"hidden-maths\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"hidden-maths\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"hidden-maths\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"hidden-maths\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"hidden-maths\index.html","168","Bhava","False","<!-- Bhava Tech Integration -->"
"hidden-maths\index.html","174","Bhava","False","<!-- Bhava Menu Button -->"
"hidden-maths\index.html","203","Bhava","False","<button id=""bhava-menu-btn"" aria-label=""Open Bhava menu"" title=""Bhava Menu"">&#9776;</button>"
"hidden-maths\index.html","203","Bhava","False","<button id=""bhava-menu-btn"" aria-label=""Open Bhava menu"" title=""Bhava Menu"">&#9776;</button>"
"intelligent-machines\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"intelligent-machines\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"intelligent-machines\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"intelligent-machines\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"intelligent-machines\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"intelligent-machines\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"intelligent-machines\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"intelligent-machines\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"intelligent-machines\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"intelligent-machines\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"intelligent-machines\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"intelligent-machines\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"intelligent-machines\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"intelligent-machines\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"intelligent-machines\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"intelligent-machines\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"intelligent-machines\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"intelligent-machines\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"intelligent-machines\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"intelligent-machines\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"intelligent-machines\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"intelligent-machines\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"intelligent-machines\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"intelligent-machines\index.html","6","Bhava","False","<title>From Humans to Intelligent Machines | Bhava Tech</title>"
"intelligent-machines\index.html","81","Bhava","False","<p>Bhava Tech &mdash; Engineering Curiosity Lab &middot; Built with HTML5, CSS3 &amp; Vanilla JS</p>"
"intelligent-machines\js\level4.js","191","Bhava","False","This curiosity map can connect with Bhava Tech's Career"
"intelligent-machines\js\data\abilities.js","189","Bhava","False","realWorld:[""Personalized learning apps (like Bhava Tech's games!)"",""Recommendation systems that learn your taste"",""Robots learning to grasp objects through trial and error""],"
"intelligent-machines\js\data\abilities.js","511","Bhava","False","realWorld:[""AI-assisted art and music tools"",""Game design software"",""Architectural design tools"",""Bhava Tech's own game design process!""],"
"know-maths\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"know-maths\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"know-maths\index.html","6","Bhāva","False","<title>Know Maths — Bhāva Tech</title>"
"know-maths\index.html","20","Bhava","False","// Bhava Nav — injected before React mounts, survives React render via MutationObserver"
"know-maths\assets\index-CuftVwes.js","16","Bhāva","True","`),()=>{document.head.removeChild(y)}},[n]),m.jsx(Tj,{isPresent:n,childRef:i,sizeRef:r,children:x.cloneElement(e,{ref:i})})}const Cj=({children:e,initial:n,isPresent:a,onExitComplete:i,custom:r,presen ...(truncated)"
"life-strategist-starter\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"life-strategist-starter\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"life-strategist-starter\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"life-strategist-starter\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"life-strategist-starter\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"life-strategist-starter\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"life-strategist-starter\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"life-strategist-starter\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"life-strategist-starter\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"life-strategist-starter\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"life-strategist-starter\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"life-strategist-starter\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"life-strategist-starter\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"life-strategist-starter\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"life-strategist-starter\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"life-strategist-starter\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"life-strategist-starter\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"life-strategist-starter\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"life-strategist-starter\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"life-strategist-starter\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"life-strategist-starter\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"life-strategist-starter\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"life-strategist-starter\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"life-strategist-starter\index.html","6","Bhāva","False","<title>Life Strategist — Bhāva Tech</title>"
"life-strategist-starter\index.html","13","Bhāva","False","/* ── Bhāva ☰ Menu Button ── */"
"life-strategist-starter\index.html","35","Bhāva","False","/* ── Bhāva Overlay ── */"
"life-strategist-starter\index.html","80","Bhāva","False","<!-- Bhāva ☰ Menu Button -->"
"life-strategist-starter\index.html","81","Bhāva","False","<button id=""bhava-menu-btn"" title=""Bhāva Menu"">☰</button>"
"life-strategist-starter\index.html","83","Bhāva","False","<!-- Bhāva Overlay -->"
"life-strategist-starter\index.html","87","Bhāva","False","<p>Bhāva Tech Cognitive Games</p>"
"life-strategist-starter\index.html","117","Bhāva","False","<!-- Bhāva External Scripts (relative paths — copied into game folder) -->"
"life-strategist-starter\index.html","124","Bhāva","False","// ── Bhāva Menu & Navigation ──────────────────────────────────────────"
"life-strategist-starter\lifestrategist-scenarios-data.js","2","Bhāva","False","// Bhāva Tech — Life Strategist"
"life-strategist-starter\data\report-screen.js","11","Bhāva","False","// ── Bhāva Session End ──────────────────────────────────────────────────"
"life-strategist-starter\data\report-screen.js","24","Bhāva","False","// Bhāva session not available in this environment — silent no-op"
"life-strategist-starter\data\scenarios-data.js","2","Bhāva","False","// Bhāva Tech — Life Strategist"
"life-strategist-starter\js\lifestrategist-scenario-loader.js","2","Bhāva","False","// Bhāva Tech — Life Strategist"
"life-strategist-starter\js\engine\scenario-loader.js","2","Bhāva","False","// Bhāva Tech — Life Strategist"
"life-strategist-starter\js\screens\home-screen.js","10","Bhāva","False","UI.badge('Bhāva Tech Cognitive Games'),"
"life-strategist-starter\OLD_Files\index (33).html","6","Bhāva","False","<title>Life Strategist — Bhāva Tech</title>"
"life-strategist-starter\OLD_Files\index.html","6","Bhāva","False","<title>Life Strategist — Bhāva Tech</title>"
"life-strategist-starter\OLD_Files\js\screens\home-screen.js","6","Bhāva","False","UI.badge('Bhāva Tech Cognitive Games'),"
"nadopaasana\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"nadopaasana\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"nadopaasana\index.html","2","Bhava","False","<html lang=""en"" data-bhava-game=""Bhava Music Tool"" data-bhava-mobile=""nudge"">"
"nadopaasana\index.html","7","Bhāva","False","<title>Bhāva Nādopāsanā</title>"
"nadopaasana\index.html","13","Bhāva","False","/* ── Bhāva ☰ Menu Button ── */"
"nadopaasana\index.html","35","Bhāva","False","/* ── Bhāva Menu Overlay ── */"
"nadopaasana\index.html","99","Bhāva","False","<!-- ── Bhāva ☰ Menu Button ── -->"
"nadopaasana\index.html","100","Bhāva","False","<button id=""bhava-menu-btn"" title=""Bhāva Menu"">☰</button>"
"nadopaasana\index.html","102","Bhāva","False","<!-- ── Bhāva Menu Overlay ── -->"
"nadopaasana\index.html","105","Bhāva","False","<h2>Bhāva Nādopāsanā</h2>"
"nadopaasana\index.html","114","Bhāva","False","<!-- ── Bhāva Tech Scripts ── -->"
"nadopaasana\index.html","121","Bhāva","False","// ── Bhāva ☰ Menu toggle ──"
"nadopaasana\assets\index-BxzZGBjh.js","9","Bhāva","True","*/var le=g,pe=Symbol.for(""react.element""),ce=Symbol.for(""react.fragment""),me=Object.prototype.hasOwnProperty,ge=le.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ue={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","9","Bhāva","True","*/var le=g,pe=Symbol.for(""react.element""),ce=Symbol.for(""react.fragment""),me=Object.prototype.hasOwnProperty,ge=le.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ue={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","42","Bhāva","True","Devakī haḍedukoṭṭa tevaraṇe`,meaningBrief:""Show us baby Kṛṣṇa who uplifts the world, the delight of Śrīpati's true devotees, the child raised by Yaśodā, the divine one born of Devakī.""}],Ge=[...new Se ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-BxzZGBjh.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","9","Bhāva","True","*/var de=p,le=Symbol.for(""react.element""),pe=Symbol.for(""react.fragment""),ce=Object.prototype.hasOwnProperty,me=de.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ge={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","9","Bhāva","True","*/var de=p,le=Symbol.for(""react.element""),pe=Symbol.for(""react.fragment""),ce=Object.prototype.hasOwnProperty,me=de.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ge={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","42","Bhāva","True","Devakī haḍedukoṭṭa tevaraṇe`,meaningBrief:""Show us baby Kṛṣṇa who uplifts the world, the delight of Śrīpati's true devotees, the child raised by Yaśodā, the divine one born of Devakī.""}],Ge=[...new Se ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-CJH3JF2Y.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","9","Bhāva","True","*/var le=m,pe=Symbol.for(""react.element""),ce=Symbol.for(""react.fragment""),me=Object.prototype.hasOwnProperty,ge=le.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ue={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","9","Bhāva","True","*/var le=m,pe=Symbol.for(""react.element""),ce=Symbol.for(""react.fragment""),me=Object.prototype.hasOwnProperty,ge=le.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ue={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","42","Bhāva","True","Devakī haḍedukoṭṭa tevaraṇe`,meaningBrief:""Show us baby Kṛṣṇa who uplifts the world, the delight of Śrīpati's true devotees, the child raised by Yaśodā, the divine one born of Devakī.""}],Ge=[...new Se ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-DFRLdFUJ.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","9","Bhāva","True","*/var pe=c,ce=Symbol.for(""react.element""),me=Symbol.for(""react.fragment""),ge=Object.prototype.hasOwnProperty,ue=pe.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ye={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","9","Bhāva","True","*/var pe=c,ce=Symbol.for(""react.element""),me=Symbol.for(""react.fragment""),ge=Object.prototype.hasOwnProperty,ue=pe.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ye={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","9","Bhāva","True","*/var pe=c,ce=Symbol.for(""react.element""),me=Symbol.for(""react.fragment""),ge=Object.prototype.hasOwnProperty,ue=pe.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ye={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","42","Bhāva","True","Devakī haḍedukoṭṭa tevaraṇe`,meaningBrief:""Show us baby Kṛṣṇa who uplifts the world, the delight of Śrīpati's true devotees, the child raised by Yaśodā, the divine one born of Devakī.""}],Ge=[...new Se ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
